posteam,pass_to_run,shotgun_freq,no_huddle_freq,short_passes_freq,deep_passes_freq,middle_passes,side_passes,scramble_freq,first_down_rush_pct,epa_pass,epa_run,yac,inside_run_pct,outside_run_pct,yards_gained_1,yards_gained_2,yards_gained_3,yards_gained_4,ydstogo_3rd_down,avg_air_yards
ARI,0.7543859649122807,0.8070175438596491,0.15789473684210525,0.49122807017543857,0.15789473684210525,0.2619047619047619,0.6190476190476191,0.023255813953488372,0.0,-0.1264866590499878,-0.359368234872818,6.0,0.5714285714285714,0.42857142857142855,5.615384578704834,4.882352828979492,5.75,0.0,9.083333015441895,7.702702522277832
ARI,0.6172839506172839,0.654320987654321,0.06172839506172839,0.43209876543209874,0.1111111111111111,0.2222222222222222,0.7555555555555555,0.1,0.43478260869565216,0.016586240381002426,0.06549987941980362,3.225806474685669,0.6774193548387096,0.3225806451612903,4.39393949508667,6.448276042938232,5.692307472229004,0.0,8.307692527770996,6.954545497894287
ARI,0.6461538461538462,0.7384615384615385,0.23076923076923078,0.5384615384615384,0.046153846153846156,0.225,0.725,0.047619047619047616,0.3333333333333333,-0.11077962070703506,0.008436941541731358,6.920000076293945,0.7391304347826086,0.21739130434782608,6.4666666984558105,6.1052632331848145,2.75,14.0,7.25,4.1315789222717285
ARI,0.5373134328358209,0.7014925373134329,0.13432835820895522,0.40298507462686567,0.07462686567164178,0.125,0.875,0.1111111111111111,0.5,0.3250833749771118,0.03755528852343559,6.320000171661377,0.7419354838709677,0.22580645161290322,5.307692527770996,5.318181991577148,9.399999618530273,,4.400000095367432,5.4375
ARI,0.5857142857142857,0.6571428571428571,0.07142857142857142,0.4142857142857143,0.04285714285714286,0.14285714285714285,0.7714285714285715,0.14634146341463414,0.45,0.03828095644712448,0.31427034735679626,7.0,0.6896551724137931,0.27586206896551724,6.1724138259887695,6.857142925262451,4.230769157409668,4.0,6.846153736114502,6.6875
ARI,0.7105263157894737,0.7236842105263158,0.05263157894736842,0.5394736842105263,0.09210526315789473,0.23076923076923078,0.6923076923076923,0.037037037037037035,0.30434782608695654,0.0427594929933548,-0.1318003237247467,4.818181991577148,0.7272727272727273,0.2727272727272727,5.735294342041016,6.28000020980835,3.384615421295166,0.0,6.0,6.6875
ARI,0.5625,0.640625,0.046875,0.453125,0.09375,0.14285714285714285,0.8571428571428571,0.027777777777777776,0.36363636363636365,0.228881374001503,0.27323228120803833,4.840000152587891,0.7142857142857143,0.25,7.677419185638428,4.611111164093018,4.363636493682861,12.0,4.909090995788574,6.371428489685059
ATL,0.5510204081632653,0.9795918367346939,0.16326530612244897,0.46938775510204084,0.04081632653061224,0.25925925925925924,0.6666666666666666,0.0,0.42857142857142855,-0.40715160965919495,-0.2829442322254181,4.5625,0.5,0.45454545454545453,6.791666507720947,1.4666666984558105,3.444444417953491,10.0,9.0,5.599999904632568
ATL,0.5517241379310345,0.5,0.1896551724137931,0.39655172413793105,0.10344827586206896,0.2903225806451613,0.6451612903225806,0.03125,0.45,0.29300326108932495,-0.016764339059591293,5.050000190734863,0.6923076923076923,0.2692307692307692,8.230769157409668,7.0,3.1111111640930176,6.0,6.333333492279053,8.103447914123535
ATL,0.5636363636363636,0.6545454545454545,0.09090909090909091,0.45454545454545453,0.07272727272727272,0.25806451612903225,0.6774193548387096,0.0,0.26666666666666666,0.09021705389022827,-0.34457531571388245,7.199999809265137,0.5833333333333334,0.375,4.0,9.263157844543457,4.0,1.3333333730697632,6.111111164093018,5.620689868927002
ATL,0.7058823529411765,0.7254901960784313,0.11764705882352941,0.5098039215686274,0.17647058823529413,0.1388888888888889,0.8333333333333334,0.0,0.3076923076923077,-0.02969992160797119,0.13824936747550964,5.809523582458496,0.6,0.4,5.6086955070495605,5.176470756530762,8.909090995788574,,10.727272987365723,9.600000381469727
ATL,0.7721518987341772,0.9493670886075949,0.24050632911392406,0.5949367088607594,0.12658227848101267,0.21311475409836064,0.7213114754098361,0.0,0.07692307692307693,0.35589268803596497,-0.18695470690727234,5.666666507720947,0.5,0.5,5.970588207244873,7.964285850524902,7.0,8.666666984558105,9.357142448425293,7.771929740905762
ATL,0.46153846153846156,0.7076923076923077,0.13846153846153847,0.4153846153846154,0.046153846153846156,0.06666666666666667,0.9333333333333333,0.0,0.5416666666666666,0.2320661097764969,0.32062506675720215,5.4210524559021,0.37142857142857144,0.6,7.290322780609131,6.7727274894714355,4.818181991577148,,5.2727274894714355,6.066666603088379
ATL,0.5571428571428572,0.9428571428571428,0.24285714285714285,0.4142857142857143,0.1,0.20512820512820512,0.717948717948718,0.0,0.38095238095238093,-0.20649804174900055,0.03675709292292595,4.519999980926514,0.7419354838709677,0.25806451612903225,5.699999809265137,4.3913044929504395,5.400000095367432,8.5,7.5333333015441895,7.277777671813965
ATL,0.5245901639344263,0.7377049180327869,0.21311475409836064,0.3770491803278688,0.09836065573770492,0.1935483870967742,0.7419354838709677,0.03125,0.42105263157894735,0.488454133272171,0.015756303444504738,7.26086950302124,0.5862068965517241,0.3793103448275862,5.703703880310059,6.3684210777282715,6.666666507720947,19.5,6.166666507720947,6.8275861740112305
ATL,0.5,0.8888888888888888,0.14814814814814814,0.4074074074074074,0.037037037037037035,0.07407407407407407,0.8148148148148148,0.0,0.29411764705882354,0.27608639001846313,-0.05809883773326874,7.5789475440979,0.6296296296296297,0.3333333333333333,7.869565010070801,2.9375,3.9166667461395264,23.0,6.916666507720947,5.666666507720947
ATL,0.5616438356164384,0.8493150684931506,0.136986301369863,0.3561643835616438,0.1643835616438356,0.3170731707317073,0.6097560975609756,0.0,0.42857142857142855,-0.030376754701137543,0.20713606476783752,2.7826087474823,0.59375,0.40625,7.39393949508667,5.166666507720947,7.142857074737549,0.0,7.857142925262451,11.289473533630371
ATL,0.6181818181818182,0.9090909090909091,0.21818181818181817,0.41818181818181815,0.12727272727272726,0.14705882352941177,0.7352941176470589,0.0,0.16666666666666666,-0.1562955528497696,-0.46433013677597046,4.699999809265137,0.8571428571428571,0.09523809523809523,4.761904716491699,3.0526316165924072,2.923076868057251,15.0,8.769230842590332,7.699999809265137
ATL,0.5194805194805194,0.7662337662337663,0.07792207792207792,0.42857142857142855,0.07792207792207792,0.275,0.7,0.0,0.35,-0.2908388376235962,-0.18039965629577637,6.333333492279053,0.7027027027027027,0.2972972972972973,3.7272727489471436,7.846153736114502,0.9285714030265808,2.5,5.142857074737549,7.666666507720947
ATL,0.5352112676056338,0.7464788732394366,0.14084507042253522,0.4225352112676056,0.09859154929577464,0.23684210526315788,0.7368421052631579,0.0,0.4,0.0188362468034029,0.19325023889541626,6.4782609939575195,0.45454545454545453,0.5151515151515151,6.484848499298096,6.5714287757873535,10.923076629638672,0.6666666865348816,5.230769157409668,7.864864826202393
ATL,0.3620689655172414,0.6896551724137931,0.05172413793103448,0.27586206896551724,0.017241379310344827,0.15,0.7,0.047619047619047616,0.5384615384615384,-0.3755998909473419,-0.12024125456809998,3.454545497894287,0.8108108108108109,0.16216216216216217,4.791666507720947,5.25,3.153846263885498,,7.538461685180664,5.823529243469238
ATL,0.4461538461538462,0.9230769230769231,0.03076923076923077,0.36923076923076925,0.046153846153846156,0.25925925925925924,0.7407407407407407,0.06896551724137931,0.5238095238095238,0.2425088882446289,-0.04213889315724373,5.777777671813965,0.6111111111111112,0.3888888888888889,4.714285850524902,4.714285850524902,7.214285850524902,,5.785714149475098,5.851851940155029
ATL,0.6229508196721312,0.8524590163934426,0.13114754098360656,0.3770491803278688,0.19672131147540983,0.2702702702702703,0.6756756756756757,0.02631578947368421,0.42105263157894735,-0.017377084121108055,0.1998027265071869,4.3684210777282715,0.5217391304347826,0.43478260869565216,6.1785712242126465,5.25,1.5,22.0,7.199999809265137,12.485713958740234
ATL,0.5128205128205128,0.9230769230769231,0.1282051282051282,0.34615384615384615,0.14102564102564102,0.1794871794871795,0.7948717948717948,0.025,0.6451612903225806,0.14017637073993683,0.4484439790248871,3.2857143878936768,0.47368421052631576,0.5263157894736842,7.285714149475098,6.159999847412109,8.928571701049805,1.0,6.142857074737549,11.236842155456543
BAL,0.6190476190476191,0.7023809523809523,0.09523809523809523,0.40476190476190477,0.08333333333333333,0.09523809523809523,0.8809523809523809,0.19230769230769232,0.5416666666666666,-0.0593133307993412,0.2643502354621887,6.384615421295166,0.46875,0.53125,5.90625,6.153846263885498,7.142857074737549,1.5,6.714285850524902,6.512195110321045
BAL,0.5714285714285714,0.8412698412698413,0.031746031746031744,0.38095238095238093,0.12698412698412698,0.29411764705882354,0.6470588235294118,0.05555555555555555,0.2631578947368421,0.028652645647525787,-0.06057975813746452,4.714285850524902,0.6296296296296297,0.37037037037037035,5.714285850524902,6.333333492279053,5.454545497894287,5.0,9.090909004211426,8.84375
BAL,0.2833333333333333,0.6166666666666667,0.05,0.25,0.0,0.13333333333333333,0.8666666666666667,0.11764705882352941,0.6666666666666666,0.7113905549049377,0.2555712163448334,12.583333015441895,0.5348837209302325,0.46511627906976744,7.344827651977539,9.600000381469727,5.888888835906982,,5.666666507720947,3.133333444595337
BAL,0.37037037037037035,0.5925925925925926,0.0,0.25925925925925924,0.09259259259259259,0.05,0.9,0.0,0.55,0.38883763551712036,0.23768790066242218,6.642857074737549,0.6470588235294118,0.35294117647058826,8.259259223937988,8.5,5.666666507720947,,8.666666984558105,6.052631378173828
BAL,0.5875,0.7875,0.15,0.4125,0.1125,0.3023255813953488,0.6744186046511628,0.0851063829787234,0.3793103448275862,0.494144469499588,0.025026798248291016,6.384615421295166,0.48484848484848486,0.48484848484848486,7.885714054107666,6.079999923706055,6.066666603088379,2.0,4.400000095367432,9.095237731933594
BAL,0.46153846153846156,0.5846153846153846,0.03076923076923077,0.3230769230769231,0.07692307692307693,0.2857142857142857,0.6428571428571429,0.06666666666666667,0.36,0.39291539788246155,-0.009801237843930721,7.449999809265137,0.5428571428571428,0.42857142857142855,7.84375,7.190476417541504,8.399999618530273,,6.099999904632568,9.884614944458008
BAL,0.47368421052631576,0.6666666666666666,0.05263157894736842,0.3333333333333333,0.05263157894736842,0.25,0.6666666666666666,0.1111111111111111,0.3684210526315789,1.0465434789657593,0.01259987335652113,8.235294342041016,0.5666666666666667,0.36666666666666664,10.407407760620117,9.166666984558105,7.25,4.0,13.25,8.363636016845703
BAL,0.6612903225806451,0.8387096774193549,0.06451612903225806,0.43548387096774194,0.14516129032258066,0.358974358974359,0.5641025641025641,0.04878048780487805,0.2631578947368421,0.1992008537054062,-0.09227360039949417,5.73913049697876,0.6190476190476191,0.38095238095238093,6.8214287757873535,7.849999904632568,4.099999904632568,-1.0,10.300000190734863,10.5
BAL,0.4,0.38181818181818183,0.0,0.2545454545454545,0.09090909090909091,0.2,0.75,0.09090909090909091,0.4,0.9669507145881653,0.08140949159860611,8.6875,0.42424242424242425,0.5757575757575758,8.962963104248047,6.1052632331848145,5.5714287757873535,,6.714285850524902,7.8947367668151855
BAL,0.5901639344262295,0.6885245901639344,0.01639344262295082,0.45901639344262296,0.08196721311475409,0.21212121212121213,0.7878787878787878,0.08333333333333333,0.2631578947368421,0.5957546234130859,-0.03923933207988739,7.239999771118164,0.48,0.48,5.07692289352417,5.052631378173828,13.5,,7.583333492279053,7.2727274894714355
BAL,0.6666666666666666,0.8333333333333334,0.1111111111111111,0.3888888888888889,0.2222222222222222,0.2777777777777778,0.6388888888888888,0.0,0.35714285714285715,-0.17916123569011688,0.040309131145477295,6.875,0.7777777777777778,0.2222222222222222,7.599999904632568,5.647058963775635,4.0,,8.454545021057129,9.21212100982666
BAL,0.4067796610169492,0.4576271186440678,0.06779661016949153,0.2711864406779661,0.1016949152542373,0.125,0.7916666666666666,0.0,0.6666666666666666,0.338474839925766,0.3160317838191986,3.9375,0.7142857142857143,0.2857142857142857,7.5652174949646,2.1764705181121826,9.933333396911621,10.333333015441895,6.066666603088379,10.5
BAL,0.5789473684210527,0.6842105263157895,0.07894736842105263,0.34210526315789475,0.13157894736842105,0.23076923076923078,0.6923076923076923,0.11363636363636363,0.47619047619047616,-0.024940747767686844,0.02648252248764038,4.304347991943359,0.65625,0.3125,5.5,4.7727274894714355,5.933333396911621,1.0,6.800000190734863,10.05555534362793
BAL,0.4915254237288136,0.6779661016949152,0.05084745762711865,0.3220338983050847,0.1016949152542373,0.10714285714285714,0.7857142857142857,0.034482758620689655,0.48,0.8373826146125793,0.07541945576667786,5.476190567016602,0.6666666666666666,0.3333333333333333,6.142857074737549,9.368420600891113,8.727272987365723,,5.363636493682861,10.319999694824219
BAL,0.4166666666666667,0.7333333333333333,0.03333333333333333,0.3,0.08333333333333333,0.25,0.7083333333333334,0.04,0.4782608695652174,0.2950945198535919,0.09787818044424057,4.666666507720947,0.8571428571428571,0.14285714285714285,7.066666603088379,6.75,8.222222328186035,,7.0,9.739130020141602
BAL,0.31746031746031744,0.6349206349206349,0.015873015873015872,0.1746031746031746,0.09523809523809523,0.1111111111111111,0.8333333333333334,0.1,0.6666666666666666,0.5115494728088379,0.22717279195785522,10.545454978942871,0.8372093023255814,0.16279069767441862,7.516129016876221,8.142857551574707,3.1111111640930176,,8.11111068725586,11.235294342041016
BAL,0.5138888888888888,0.6388888888888888,0.0,0.3611111111111111,0.06944444444444445,0.45161290322580644,0.5483870967741935,0.16216216216216217,0.4,0.17011134326457977,0.14654633402824402,6.0625,0.7428571428571429,0.2571428571428571,4.57692289352417,8.217391014099121,9.214285850524902,0.0,4.857142925262451,9.22580623626709
BUF,0.4838709677419355,0.5483870967741935,0.06451612903225806,0.3387096774193548,0.03225806451612903,0.24,0.68,0.16666666666666666,0.42105263157894735,0.3664439022541046,0.10930342972278595,6.94444465637207,0.75,0.25,5.0,7.6315789222717285,7.44444465637207,3.0,8.55555534362793,7.217391490936279
BUF,0.46511627906976744,0.46511627906976744,0.06976744186046512,0.32558139534883723,0.11627906976744186,0.21052631578947367,0.7894736842105263,0.05,0.5833333333333334,0.586916446685791,-0.06353618949651718,6.615384578704834,0.9565217391304348,0.043478260869565216,6.352941036224365,4.666666507720947,6.111111164093018,17.0,6.0,7.315789699554443
BUF,0.5555555555555556,0.5396825396825397,0.031746031746031744,0.4126984126984127,0.07936507936507936,0.16129032258064516,0.8387096774193549,0.11428571428571428,0.375,0.6897162199020386,0.17728720605373383,7.791666507720947,0.6785714285714286,0.32142857142857145,5.55555534362793,6.684210300445557,8.909090995788574,7.0,5.545454502105713,5.516129016876221
BUF,0.6166666666666667,0.7166666666666667,0.08333333333333333,0.35,0.16666666666666666,0.20588235294117646,0.7058823529411765,0.08108108108108109,0.45454545454545453,-0.24466559290885925,0.025579024106264114,3.7058823108673096,0.782608695652174,0.21739130434782608,3.090909004211426,5.476190567016602,3.846153736114502,3.0,6.384615421295166,10.903225898742676
BUF,0.5555555555555556,0.5714285714285714,0.015873015873015872,0.30158730158730157,0.1746031746031746,0.1935483870967742,0.7741935483870968,0.11428571428571428,0.6428571428571429,-0.16554662585258484,0.1515541970729828,11.44444465637207,0.6785714285714286,0.32142857142857145,3.759999990463257,5.210526466369629,2.4285714626312256,49.0,8.571428298950195,12.333333015441895
BUF,0.5,0.6333333333333333,0.05,0.35,0.06666666666666667,0.14814814814814814,0.7777777777777778,0.1,0.5,0.40177321434020996,0.17436286807060242,4.4210524559021,0.7666666666666667,0.23333333333333334,6.307692527770996,6.952381134033203,5.199999809265137,,8.5,8.119999885559082
BUF,0.6363636363636364,0.7272727272727273,0.03636363636363636,0.45454545454545453,0.14545454545454545,0.17647058823529413,0.7941176470588235,0.02857142857142857,0.17647058823529413,0.377998411655426,-0.04960135370492935,8.190476417541504,0.85,0.15,7.599999904632568,6.947368621826172,6.699999809265137,,7.900000095367432,9.0
BUF,0.5441176470588235,0.5882352941176471,0.058823529411764705,0.38235294117647056,0.11764705882352941,0.08571428571428572,0.8857142857142857,0.05405405405405406,0.5384615384615384,0.3570113182067871,0.26508861780166626,6.625,0.8709677419354839,0.12903225806451613,8.125,5.0,6.5,2.0,5.0,7.058823585510254
BUF,0.6833333333333333,0.5166666666666667,0.03333333333333333,0.6,0.03333333333333333,0.1,0.85,0.024390243902439025,0.25,0.22701501846313477,0.03854953497648239,7.28000020980835,0.8421052631578947,0.15789473684210525,5.629629611968994,7.050000190734863,3.0999999046325684,1.0,7.699999809265137,3.6842105388641357
BUF,0.5774647887323944,0.676056338028169,0.07042253521126761,0.4225352112676056,0.09859154929577464,0.15384615384615385,0.7948717948717948,0.04878048780487805,0.45,-0.16573108732700348,0.26142728328704834,5.909090995788574,0.9333333333333333,0.06666666666666667,3.275861978530884,7.6086955070495605,9.857142448425293,2.6666667461395264,5.214285850524902,6.972972869873047
BUF,0.6081081081081081,0.6891891891891891,0.08108108108108109,0.4189189189189189,0.12162162162162163,0.05,0.95,0.1111111111111111,0.4090909090909091,0.1490439623594284,0.04385422170162201,5.333333492279053,0.7931034482758621,0.20689655172413793,4.310344696044922,5.304347991943359,6.333333492279053,13.0,5.599999904632568,7.0
BUF,0.35185185185185186,0.3148148148148148,0.018518518518518517,0.25925925925925924,0.07407407407407407,0.1111111111111111,0.8888888888888888,0.05263157894736842,0.631578947368421,0.40660741925239563,0.3145332336425781,5.714285850524902,0.8571428571428571,0.14285714285714285,7.458333492279053,7.176470756530762,5.090909004211426,18.0,4.909090995788574,6.166666507720947
BUF,0.7068965517241379,0.6896551724137931,0.1724137931034483,0.39655172413793105,0.2413793103448276,0.16216216216216217,0.8378378378378378,0.0975609756097561,0.3,0.4546930491924286,0.431982159614563,8.363636016845703,0.7058823529411765,0.29411764705882354,7.259259223937988,8.222222328186035,11.222222328186035,,7.0,12.702702522277832
BUF,0.5285714285714286,0.7571428571428571,0.04285714285714286,0.3142857142857143,0.17142857142857143,0.23529411764705882,0.7647058823529411,0.08108108108108109,0.4230769230769231,0.5848777890205383,0.3717699348926544,6.217391490936279,0.6363636363636364,0.36363636363636365,7.3125,8.791666984558105,8.399999618530273,31.0,7.400000095367432,9.735294342041016
BUF,0.5483870967741935,0.7903225806451613,0.03225806451612903,0.3548387096774194,0.11290322580645161,0.13333333333333333,0.8333333333333334,0.11764705882352941,0.42105263157894735,0.05095873028039932,0.016225406900048256,5.3125,0.7142857142857143,0.2857142857142857,6.538461685180664,6.050000190734863,2.8181817531585693,2.0,6.818181991577148,10.965517044067383
BUF,0.47540983606557374,0.6557377049180327,0.06557377049180328,0.39344262295081966,0.06557377049180328,0.32142857142857145,0.6785714285714286,0.034482758620689655,0.4117647058823529,0.6022869944572449,-0.21462637186050415,8.882352828979492,0.75,0.25,3.961538553237915,4.5,11.769230842590332,3.0,7.230769157409668,7.285714149475098
BUF,0.5,0.7121212121212122,0.10606060606060606,0.3939393939393939,0.09090909090909091,0.09375,0.90625,0.030303030303030304,0.5333333333333333,-0.08164137601852417,-0.05309148132801056,5.611111164093018,0.7272727272727273,0.24242424242424243,3.375,4.7727274894714355,4.5333333015441895,1.25,6.333333492279053,7.0625
CAR,0.6610169491525424,0.7627118644067796,0.03389830508474576,0.3050847457627119,0.22033898305084745,0.14285714285714285,0.7428571428571429,0.10256410256410256,0.2222222222222222,-0.5276370048522949,-0.4115307927131653,3.846153736114502,0.8,0.2,4.91304349899292,4.684210300445557,-1.2000000476837158,1.0,7.300000190734863,12.354838371276855
CAR,0.6170212765957447,0.8723404255319149,0.19148936170212766,0.5531914893617021,0.0,0.25,0.6785714285714286,0.034482758620689655,0.5714285714285714,-0.7876203656196594,-0.028613097965717316,3.444444417953491,0.8333333333333334,0.16666666666666666,5.333333492279053,3.384615421295166,0.1666666716337204,5.666666507720947,6.583333492279053,2.961538553237915
CAR,0.5797101449275363,0.6521739130434783,0.043478260869565216,0.43478260869565216,0.10144927536231885,0.3,0.625,0.0,0.34782608695652173,0.30886945128440857,0.05426440387964249,7.346153736114502,0.8620689655172413,0.13793103448275862,5.709677219390869,6.440000057220459,8.416666984558105,,7.666666507720947,5.783783912658691
CAR,0.6056338028169014,0.7183098591549296,0.07042253521126761,0.4788732394366197,0.09859154929577464,0.1951219512195122,0.8048780487804879,0.046511627906976744,0.45454545454545453,0.0017191978404298425,0.006567873992025852,4.28000020980835,0.7857142857142857,0.21428571428571427,5.900000095367432,5.090909004211426,5.9285712242126465,1.3333333730697632,5.0714287757873535,7.609755992889404
CAR,0.6833333333333333,0.7166666666666667,0.08333333333333333,0.48333333333333334,0.1,0.1794871794871795,0.717948717948718,0.04878048780487805,0.3076923076923077,-0.4938628375530243,0.2201196700334549,3.3636362552642822,0.7368421052631579,0.21052631578947367,7.71999979019165,3.444444417953491,2.9166667461395264,0.6666666865348816,7.5,7.742856979370117
CAR,0.625,0.671875,0.09375,0.5,0.09375,0.2894736842105263,0.7105263157894737,0.05,0.4,-0.1291261911392212,-0.05011504888534546,2.846153736114502,0.75,0.25,5.586206912994385,5.476190567016602,5.2727274894714355,0.0,8.363636016845703,6.815789699554443
CAR,0.4883720930232558,0.37209302325581395,0.023255813953488372,0.3488372093023256,0.06976744186046512,0.1,0.8,0.047619047619047616,0.5,-0.9163063764572144,-0.0718938335776329,3.076923131942749,0.6818181818181818,0.3181818181818182,5.94444465637207,3.461538553237915,3.0999999046325684,-2.0,4.800000190734863,3.777777671813965
CAR,0.6774193548387096,0.7096774193548387,0.11290322580645161,0.46774193548387094,0.14516129032258066,0.15,0.8,0.047619047619047616,0.21428571428571427,-0.1371205896139145,-0.16273050010204315,4.5,0.75,0.25,4.782608509063721,4.3684210777282715,6.0,1.75,8.714285850524902,8.6578950881958
CAR,0.5882352941176471,0.5098039215686274,0.0196078431372549,0.4117647058823529,0.09803921568627451,0.17857142857142858,0.75,0.06666666666666667,0.38461538461538464,-0.019964396953582764,0.00829257257282734,6.625,0.7619047619047619,0.23809523809523808,3.809523820877075,6.176470756530762,6.400000095367432,,6.699999809265137,7.961538314819336
CAR,0.4666666666666667,0.5833333333333334,0.11666666666666667,0.36666666666666664,0.05,0.23076923076923078,0.7307692307692307,0.07142857142857142,0.5714285714285714,-0.26313531398773193,0.18263745307922363,3.0,0.90625,0.09375,6.320000171661377,3.555555582046509,5.599999904632568,,5.666666507720947,6.599999904632568
CAR,0.6451612903225806,0.6451612903225806,0.016129032258064516,0.4838709677419355,0.08064516129032258,0.24324324324324326,0.7027027027027027,0.075,0.3157894736842105,0.1715938150882721,0.22920626401901245,4.809523582458496,0.8636363636363636,0.09090909090909091,6.461538314819336,2.470588207244873,8.461538314819336,7.0,7.615384578704834,8.285714149475098
CAR,0.704225352112676,0.7464788732394366,0.07042253521126761,0.4647887323943662,0.18309859154929578,0.1702127659574468,0.8085106382978723,0.06,0.17647058823529413,0.0961347371339798,-0.20838968455791473,4.307692527770996,0.6666666666666666,0.3333333333333333,5.400000095367432,5.2727274894714355,5.5625,,5.1875,9.586956977844238
CAR,0.5540540540540541,0.5135135135135135,0.08108108108108109,0.33783783783783783,0.12162162162162163,0.22857142857142856,0.7428571428571429,0.14634146341463414,0.3888888888888889,0.07952394336462021,-0.04510350152850151,2.736842155456543,0.6666666666666666,0.3333333333333333,4.760000228881836,2.6363637447357178,6.5,4.400000095367432,6.625,10.941176414489746
CAR,0.6981132075471698,0.7358490566037735,0.11320754716981132,0.4716981132075472,0.05660377358490566,0.29411764705882354,0.5294117647058824,0.08108108108108109,0.36363636363636365,-0.3025032877922058,-0.3850007951259613,6.473684310913086,0.5625,0.4375,7.181818008422852,1.75,2.8181817531585693,18.0,9.0,8.035714149475098
CAR,0.4852941176470588,0.5294117647058824,0.0,0.3088235294117647,0.07352941176470588,0.13793103448275862,0.7586206896551724,0.12121212121212122,0.55,0.03758125752210617,0.4194805920124054,3.882352828979492,0.8857142857142857,0.11428571428571428,7.1785712242126465,4.300000190734863,7.0,4.0,6.0,6.538461685180664
CAR,0.7291666666666666,0.8333333333333334,0.125,0.3958333333333333,0.1875,0.09090909090909091,0.7575757575757576,0.05714285714285714,0.16666666666666666,-0.07582221180200577,-0.171369731426239,1.2000000476837158,0.6153846153846154,0.38461538461538464,5.25,6.125,1.1111111640930176,-9.0,9.222222328186035,13.25
CAR,0.5735294117647058,0.5441176470588235,0.014705882352941176,0.38235294117647056,0.1323529411764706,0.14285714285714285,0.8571428571428571,0.10256410256410256,0.36,0.6099945902824402,0.1737346202135086,3.923076868057251,0.896551724137931,0.10344827586206896,5.724137783050537,6.681818008422852,8.416666984558105,12.0,5.0,8.857142448425293
